Name,Rating,Reviews,Salaries,jobs,Industry&Location
Ministry of Defence,4.3,456,2k,--,Government | New Delhi +69 other locations
Solv,3.6,457,1.4k,--,Internet | Bangalore / Bengaluru +106 other locations
Dr. Reddy's Foundation,4.0,457,1.6k,22,Non-Profit | Hyderabad / Secunderabad +80 other locations
Monte Carlo,4.2,455,2.3k,18,Fashion & Textile | Ahmedabad +85 other locations
Voltech,3.4,455,1.7k,--,Electrical Equipment | Chennai +40 other locations
Consulting Engineers Group,4.2,455,1.6k,7,Engineering & Construction | Jaipur +64 other locations
Shalby Hospitals,4.1,455,2.1k,4,Healthcare | Ahmedabad +22 other locations
EaseMyTrip.com,3.7,455,1.3k,8,Internet | New Delhi +7 other locations
Eugia Pharma Specialities,4.1,455,2.1k,--,Hyderabad / Secunderabad +15 other locations
TransUnion,3.9,455,4.3k,42,IT Services & Consulting | Chennai +9 other locations
Paras Dairy,3.5,455,1.6k,--,Food Processing | New Delhi +51 other locations
Essjay Ericsson,4.2,453,1k,--,Analytics & KPO | New Delhi +79 other locations
Toyota Industries Engine India,4.3,453,1.5k,--,Bangalore / Bengaluru +8 other locations
Volkswagen Group Technology Solution,3.9,454,2.9k,--,Software Product | Pune +9 other locations
Narayana e-Techno School,3.6,453,1.7k,--,Education & Training | Bangalore / Bengaluru +77 other locations
Volkswagen Group Technology Solution,3.9,454,2.9k,--,Software Product | Pune +9 other locations
NJ India Invest,3.8,453,1.1k,24,Financial Services | Surat +78 other locations
Narayana e-Techno School,3.6,453,1.7k,--,Education & Training | Bangalore / Bengaluru +77 other locations
Pathkind Diagnostics Private Limited,4.0,453,1.7k,--,Healthcare | New Delhi +87 other locations
Jayaswal Neco Industries,4.1,452,2k,--,Iron & Steel | Raipur +26 other locations
RuralShores,3.9,451,1.1k,16,BPO | Bangalore / Bengaluru +44 other locations
RAK Ceramics,4.0,451,1.7k,5,Building Material | Mumbai +48 other locations
PayU Payments,3.5,451,3.6k,4,FinTech | Gurgaon / Gurugram +20 other locations
McCain Foods,4.0,451,1.4k,--,Food Processing | Mehsana +62 other locations
National Stock Exchange of India,3.6,450,3.9k,6,Financial Services | Mumbai +32 other locations
Saudi Binladin Group,4.1,450,758,--,Engineering & Construction | Jeddah +31 other locations
Bajaj Consumer Care,3.9,450,1.3k,2,FMCG | Mumbai +98 other locations
Coats,3.8,450,1.8k,15,Fashion & Textile | Bangalore / Bengaluru +50 other locations
ExxonMobil,3.8,449,3.2k,174,Oil & Gas | Bangalore / Bengaluru +35 other locations
Roop Polymers,4.0,449,1.8k,1,Auto Components | Gurgaon / Gurugram +19 other locations
HealthifyMe,2.9,449,1.6k,10,Internet | Bangalore / Bengaluru +12 other locations
Mecon,3.9,448,1.9k,--,Metals & Mining | Ranchi +45 other locations
Krsnaa Diagnostics,3.7,449,1.4k,6,Healthcare | Pune +71 other locations
Serum Institute of India,4.2,448,2.7k,--,Biotechnology | Pune +20 other locations
IRB Infrastructure,4.0,450,1.3k,14,Engineering & Construction | Mumbai +58 other locations
Serum Institute of India,4.2,448,2.7k,--,Biotechnology | Pune +20 other locations
IDP Education Limited,3.6,448,2.4k,22,EdTech | Chennai +47 other locations
Allcargo Logistics,3.8,447,2.1k,1,Logistics | Mumbai +52 other locations
Pinnacle Infotech,3.4,447,2.5k,8,IT Services & Consulting | Durgapur +15 other locations
Sulzer,3.8,447,2.5k,5,Industrial Machinery | Pune +22 other locations
Healthians,3.5,447,1.8k,19,Healthcare | Gurgaon / Gurugram +43 other locations
Nelito System,3.5,447,2.8k,--,IT Services & Consulting | Mumbai +39 other locations
Virtual Employee,3.4,446,3.2k,--,Recruitment | Noida +15 other locations
Zycus Infotech,2.9,447,3.3k,163,Software Product | Mumbai +9 other locations
Zolo,3.4,446,2.1k,2,Internet | Bangalore / Bengaluru +21 other locations
Medikabazaar,4.5,445,781,5,Medical Equipment | Mumbai +29 other locations
Jaipur Rugs,4.4,445,835,6,Fashion & Textile | Jaipur +19 other locations
Applied Materials,3.8,445,4k,87,Semiconductors | Bangalore / Bengaluru +11 other locations
Hamilton Housewares,3.9,445,2.4k,10,Consumer Electronics & Appliances | Mumbai +34 other locations
Pamac Finserve,3.3,445,1.5k,3,Financial Services | Mumbai +59 other locations
Canon,4.0,445,2k,--,Consumer Electronics & Appliances | Gurgaon / Gurugram +63 other locations
Congruex Asia Pacific,3.4,445,1.9k,3,Engineering & Construction | Mohali +23 other locations
Andritz Hydro Location India,3.7,445,2.6k,13,Industrial Machinery | Chennai +22 other locations
Eli Lilly and Company,3.8,444,3.4k,62,Pharma | Bangalore / Bengaluru +17 other locations
Bharat Biotech International,3.1,444,2k,3,Biotechnology | Hyderabad / Secunderabad +27 other locations
Indecomm Global Services,3.9,443,3k,9,IT Services & Consulting | Bangalore / Bengaluru +14 other locations
S P Singla Constructions,3.6,443,1.6k,--,Engineering & Construction | Patna +55 other locations
Craftsman Automation,3.9,443,2.4k,--,Industrial Machinery | Coimbatore +22 other locations
Wellness Forever Medicare,3.9,443,1.6k,3,Retail | Mumbai +37 other locations
Marelli,3.6,443,2.6k,--,Auto Components | Gurgaon / Gurugram +16 other locations
BDR Pharmaceuticals International,4.1,442,1.7k,9,Pharma | Vadodara +18 other locations
Carlsberg,4.2,442,1.8k,8,Beverage | Gurgaon / Gurugram +58 other locations
Schindler Group,3.7,442,2.1k,--,Industrial Machinery | Pune +49 other locations
Xerox,3.8,441,2.3k,19,Printing & Publishing | Bangalore / Bengaluru +33 other locations
BLK Super Speciality Hospital,4.0,442,1.5k,--,Healthcare | New Delhi +13 other locations
Karvy Data Management,3.2,441,1.7k,--,Hyderabad / Secunderabad +43 other locations
Allianz Services,4.3,441,2.1k,59,Insurance | Thiruvananthapuram +12 other locations
Macawber Beekay,4.1,442,1.6k,10,Industrial Machinery | Noida +52 other locations
GSPANN Technologies,4.2,440,3.1k,600,IT Services & Consulting | Hyderabad / Secunderabad +10 other locations
Cairn Energy,3.7,440,3.2k,--,Oil & Gas | Barmer +27 other locations
Vedanta Limited,3.8,440,2.4k,--,Metals & Mining | Jharsuguda +46 other locations
Toyoda Gosei Minda,4.2,439,1.6k,--,Auto Components | Neemrana +21 other locations
NBTC GROUP,3.6,438,1.2k,--,Oil & Gas | Chennai +22 other locations
Cadbury,4.4,438,1k,--,Food Processing | Mumbai +100 other locations
BSCPL Infrastructure,3.8,438,1.6k,6,Engineering & Construction | Hyderabad / Secunderabad +44 other locations
Hpl Electric & Power,3.5,438,2.1k,2,Electrical Equipment | Gurgaon / Gurugram +55 other locations
Fena,4.0,436,1.4k,9,FMCG | New Delhi +73 other locations
AT&T,4.1,437,4k,80,Telecom | Bangalore / Bengaluru +16 other locations
Castrol,4.3,437,1.9k,--,Petrochemicals | Mumbai +105 other locations
MITS GLOBAL CONSULTING,4.5,437,713,--,Mumbai +9 other locations
Paramount Health Services Tpa,3.8,436,2.1k,22,Insurance | Mumbai +33 other locations
Revolut,2.5,436,1.8k,--,FinTech | Bangalore / Bengaluru +10 other locations
India Post,3.8,435,1.5k,--,Government | Bangalore / Bengaluru +176 other locations
Prestige Group,4.3,435,2.4k,4,Real Estate | Bangalore / Bengaluru +26 other locations
Navin Fluorine International,3.9,435,2.5k,2,Chemicals | Surat +16 other locations
FinThrive,3.7,435,1.5k,7,Software Product | Chennai +8 other locations
Sterling,3.9,434,1.1k,--,Healthcare | Mumbai +55 other locations
Riya Travel,3.6,434,1.8k,10,Travel & Tourism | Mumbai +36 other locations
Systra Consulting,4.0,435,1.6k,1,Engineering & Construction | New Delhi +35 other locations
Yokohama,3.7,434,2k,4,Auto Components | Bahadurgarh +35 other locations
Marble Box,4.0,434,849,1,BPO | Kolkata +5 other locations
Finolex Industries,3.7,434,2k,--,Building Material | Pune +60 other locations
Williams Lea,3.6,434,3.1k,3,BPO | Chennai +17 other locations
Action Tesa,4.0,434,1.1k,--,Building Material | Sitarganj +47 other locations
Emerson Electric Co.,4.1,434,3.2k,214,IT Services & Consulting | Pune +24 other locations
T.v. Sundram Iyengar & Sons,4.2,433,1.5k,--,Automobile | Chennai +77 other locations
Hettich,3.9,433,2.1k,5,Furniture & Furnishing | Mumbai +39 other locations
McNally Bharat Engineering,4.1,433,1.6k,--,Engineering & Construction | Kolkata +55 other locations
Corporate Infotech,3.7,433,1.9k,38,IT Services & Consulting | New Delhi +43 other locations
Bharat Fritz Werner,3.7,433,2.2k,13,Industrial Machinery | Bangalore / Bengaluru +16 other locations
Pepperfry,3.2,432,2k,1,Furniture & Furnishing | Mumbai +35 other locations
DB Schenker,4.3,432,2.1k,5,Logistics | Gurgaon / Gurugram +35 other locations
Qcon,4.3,432,1.1k,--,Engineering & Construction | Mumbai +28 other locations
Matrimonialsindia,4.9,433,147,16,Internet | New Delhi
Maersk Line,4.1,432,2.5k,--,Logistics | Pune +25 other locations
Pace Setters Business Solutions,3.3,433,1.3k,--,BPO | Mumbai +20 other locations
Mobile Programming,2.8,431,3.3k,119,IT Services & Consulting | Bangalore / Bengaluru +22 other locations
Texmo Industries,3.9,431,1.6k,--,Industrial Machinery | Coimbatore +34 other locations
AVIOM,4.0,432,1.2k,--,NBFC | New Delhi +167 other locations
Suprajit Engineering,3.9,431,2.3k,10,Auto Components | Bangalore / Bengaluru +35 other locations
Webskitters,4.1,431,674,2,IT Services & Consulting | Kolkata +4 other locations
Universal Sompo General Insurance,3.9,432,2.1k,7,Insurance | Mumbai +85 other locations
BUSINESSNEXT,3.4,433,3.3k,23,Software Product | Noida +9 other locations
Uttar Pradesh Power Corporation,4.0,431,1.3k,--,Power | Lucknow +79 other locations
Magneti Marelli Motherson Auto System,3.8,430,1.7k,--,Auto Components | Pune +16 other locations
Poorvika Mobiles,4.3,429,1.5k,5,Retail | Chennai +55 other locations
TriGeo Technologies,3.2,429,1.9k,--,IT Services & Consulting | Hyderabad / Secunderabad +5 other locations
Wockhardt Hospital,4.0,429,1.7k,12,Healthcare | Mumbai +21 other locations
Almarai,4.2,429,916,--,Food Processing | Riyadh +36 other locations
Ralson Tyres Limited,3.7,429,1.9k,8,Auto Components | Ludhiana +46 other locations
Tejas Networks,4.0,428,2.8k,11,Hardware & Networking | Bangalore / Bengaluru +27 other locations
Prime Focus Technologies,3.3,428,2.5k,1,Software Product | Bangalore / Bengaluru +17 other locations
Micron Electricals,4.0,428,2.3k,--,Engineering & Construction | Bangalore / Bengaluru +17 other locations
FMC Corporation,3.9,428,1.7k,2,Agro Chemicals | Bharuch +101 other locations
Hindusthan National Glass,3.7,428,2k,--,Packaging | Kolkata +19 other locations
Shivalik Small Finance Bank,3.9,429,1.6k,--,Banking | Noida +27 other locations
Satyam Auto Components,3.9,428,2.3k,--,Auto Components | Gurgaon / Gurugram +22 other locations
Rakuten,3.6,428,4.5k,5,IT Services & Consulting | Bangalore / Bengaluru +10 other locations
Nippon Life India Asset Management,4.5,428,1.4k,68,Financial Services | Mumbai +137 other locations
HUDL,3.2,428,1.6k,--,Software Product | Mumbai +14 other locations
Orient Craft,3.7,427,2k,--,Fashion & Textile | Gurgaon / Gurugram +14 other locations
Reshamandi,3.6,427,617,--,Fashion & Textile | Bangalore / Bengaluru +32 other locations
Hafele,4.1,428,2k,5,Furniture & Furnishing | Mumbai +42 other locations
Value Point Systems,3.7,428,2.1k,16,IT Services & Consulting | Bangalore / Bengaluru +42 other locations
Alcon,3.7,427,2.4k,28,Medical Equipment | Bangalore / Bengaluru +36 other locations
Siemens Healthineers,4.0,427,3.4k,--,Healthcare | Bangalore / Bengaluru +15 other locations
Great Learning,3.7,427,3.2k,23,EdTech | Bangalore / Bengaluru +11 other locations
Dusters Total Solutions Services,3.9,427,1.6k,11,Facility Management Services | Bangalore / Bengaluru +51 other locations
Hero Cycles,3.5,426,2k,4,Automobile | Ludhiana +41 other locations
National Commodities Management Services,3.9,426,1.5k,1,Logistics | Gurgaon / Gurugram +81 other locations
SIS Prosegur Holdings,3.5,427,1.3k,9,Law Enforcement & Security | New Delhi +82 other locations
Alight Solutions,3.7,427,2.5k,38,IT Services & Consulting | Kochi +14 other locations
Jubilant Agri and Consumer Products,4.0,426,1.5k,--,Chemicals | Gurgaon / Gurugram +89 other locations
Kellogg Brown and Root,4.2,425,2k,31,IT Services & Consulting | Chennai +28 other locations
Sterling Holiday Resort,3.8,425,1.7k,21,Hospitality | Chennai +64 other locations
BAXY,4.0,426,1.8k,--,Bhiwadi +33 other locations
Legrand,3.7,425,2k,--,Electrical Equipment | Mumbai +52 other locations
Lotus Herbals Private Limited,4.2,425,1.4k,2,Beauty & Personal Care | New Delhi +64 other locations
Bahwan Engineering,4.2,424,1.1k,--,Engineering & Construction | Muscat +22 other locations
Me n Moms,4.0,424,1.1k,7,Retail | Mumbai +57 other locations
Iron Mountain Inc,3.8,425,2.8k,--,IT Services & Consulting | Bangalore / Bengaluru +37 other locations
RadiSys,4.0,424,2k,--,Telecom | Bangalore / Bengaluru +8 other locations
Enco Engineers Combine,3.5,424,1.5k,6,Auto Components | Gurgaon / Gurugram +15 other locations
DATAMARK BPO SERVICE (P) LTD,3.7,423,1.4k,8,BPO | Chennai +10 other locations
Voyants Solutions,3.5,423,1.6k,10,Engineering & Construction | Gurgaon / Gurugram +79 other locations
Regalix,2.9,423,2.7k,68,Marketing & Advertising | Hyderabad / Secunderabad +6 other locations
Central Public Works Department,4.2,423,1.4k,--,Government | New Delhi +112 other locations
Orra Fine Jewellery,3.5,423,1.4k,56,Retail | Mumbai +48 other locations
Educomp Solutions,3.5,422,754,5,EdTech | New Delhi +112 other locations
Bharat Gears,4.1,422,2.1k,--,Auto Components | Faridabad +21 other locations
Chaitanya India Fin Credit,4.0,422,1.3k,1,NBFC | Bangalore / Bengaluru +137 other locations
Deloitte Digital,3.8,422,2.9k,--,IT Services & Consulting | Chennai +19 other locations
Nspira Management Services,3.8,423,2.2k,7,Management Consulting | Hyderabad / Secunderabad +42 other locations
Groupm Media,3.9,421,3.3k,4,Marketing & Advertising | Gurgaon / Gurugram +23 other locations
HashedIn by Deloitte,4.2,421,3.8k,11,IT Services & Consulting | Bangalore / Bengaluru +15 other locations
Mindsprint,3.7,422,3.1k,33,IT Services & Consulting | Chennai +7 other locations
Sandoz,4.0,422,2k,429,Pharma | Mumbai +19 other locations
Datamatics Business Solutions,3.4,421,2.2k,5,Management Consulting | Mumbai +11 other locations
Wissen Technology,3.8,420,3k,20,IT Services & Consulting | Bangalore / Bengaluru +9 other locations
Maharashtra Seamless,3.6,420,1.9k,1,Building Material | Mumbai +23 other locations
Exicom,3.9,421,2.3k,6,Semiconductors | Gurgaon / Gurugram +22 other locations
Kirloskar Ferrous Industries,3.9,420,1.7k,--,Iron & Steel | Koppal +18 other locations
N+A,3.7,420,17.2k,9,Financial Services | Bangalore / Bengaluru +55 other locations
Dodsal Engineering & Construction,4.5,419,852,--,Engineering & Construction | Mumbai +38 other locations
Emaar India Limited,3.6,420,2.3k,2,Real Estate | Gurgaon / Gurugram +16 other locations
Emaar India Limited,3.6,420,2.3k,2,Real Estate | Gurgaon / Gurugram +16 other locations
Aurionpro Solutions,3.5,419,2.9k,37,Software Product | Mumbai +38 other locations
Careon Healthcare Solutions,3.8,420,1.6k,1,Medical Equipment | Bangalore / Bengaluru +12 other locations
Mahendra NextWealth IT,3.7,419,1.6k,6,IT Services & Consulting | Salem +18 other locations
Vimta Labs,3.5,423,2k,3,Hyderabad / Secunderabad +27 other locations
smartData Enterprises,3.3,418,1.8k,9,IT Services & Consulting | Nagpur +11 other locations
Reliance Life Sciences,3.6,418,2.4k,1,Clinical Research | Mumbai +32 other locations
Iksula,3.4,418,2.9k,2,IT Services & Consulting | Mumbai +43 other locations
Westin,4.1,418,1.4k,--,Hospitality | Mumbai +31 other locations
Juniper Networks,4.2,418,3.9k,167,Hardware & Networking | Bangalore / Bengaluru +7 other locations
N.C.L. Industries,3.8,418,1.7k,14,Building Material | Hyderabad / Secunderabad +61 other locations
V.S.T Tillers Tractors,3.5,417,1.8k,4,Industrial Machinery | Bangalore / Bengaluru +51 other locations
Propertypistol Realty,3.5,417,1.9k,12,Internet | Mumbai +25 other locations
Sayaji Hotels,4.2,416,1.2k,--,Hospitality | Indore +30 other locations
Revent Group,3.9,416,669,--,Auto Components | Gurgaon / Gurugram +30 other locations
Sulekha.com,3.7,416,2.1k,11,Internet | Chennai +18 other locations
IL&FS Engineering and Construction,4.4,416,1.1k,--,Engineering & Construction | Hyderabad / Secunderabad +50 other locations
JoulestoWatts Business Solutions,2.9,416,3k,--,IT Services & Consulting | Bangalore / Bengaluru +16 other locations
LIC Housing Finance,4.0,416,1.6k,--,NBFC | Mumbai +106 other locations
Brainvire,3.3,416,1.4k,21,IT Services & Consulting | Ahmedabad +9 other locations
UTL Solar,3.5,415,1.6k,27,Power | New Delhi +57 other locations
JSW Energy,4.1,417,2.4k,--,Power | Barmer +56 other locations
Creative Synergies Group,4.0,415,1.9k,11,IT Services & Consulting | Bangalore / Bengaluru +7 other locations
QUICK HEAL TECHNOLOGIES,3.7,415,2.7k,4,Software Product | Pune +43 other locations
Otsuka Pharmaceutical India Private Limited,4.1,415,1.6k,20,Pharma | Ahmedabad +35 other locations
Maxop Engineering Co.,4.2,414,2.1k,3,Auto Components | Gurgaon / Gurugram +11 other locations
Rusan Pharma,3.5,415,1.8k,2,Pharma | Dehradun +20 other locations
British Council,3.6,414,2.2k,--,Education & Training | New Delhi +22 other locations
Sarovar Hotels & Resorts,4.0,414,1.5k,4,Hospitality | New Delhi +65 other locations
Fenesta Building Systems,4.0,414,1.7k,--,Building Material | Gurgaon / Gurugram +60 other locations
HCL Healthcare,4.5,414,885,61,Healthcare | Noida +32 other locations
QHTalbros,3.6,413,1.4k,--,Auto Components | Gurgaon / Gurugram +23 other locations
Macquarie Group,3.3,413,4.1k,--,Financial Services | Gurgaon / Gurugram +16 other locations
QSpiders,3.6,413,1.6k,1,Education & Training | Bangalore / Bengaluru +23 other locations
SUEZ Group,4.2,413,1.8k,4,New Delhi +45 other locations
Capital Business Systems,3.6,413,1.5k,5,IT Services & Consulting | New Delhi +84 other locations
